"id","category","objective","persona","title","prompt","tags","level","heartbeat","expected_output"
"M172","Création de contenu","Découvrir","Investisseur","Sujets d'essais / thèses publiques que je devrais publier","Identifie 5 sujets d'essais ou de thèses publiques que je devrais publier sur LinkedIn pour me positionner comme investisseur de référence.

MON FOND / MA POSITION
[À COMPLÉTER]

CRITÈRES POUR UN BON SUJET D'ESSAI
- Sujet où j'ai un point de vue fort et défendable
- Pas saturé par d'autres VCs
- Pertinent pour mon deal flow (founders y reconnaîtront ma thèse)
- Génère du débat sain (pas juste du consensus mou)

POUR CHAQUE TOP 5
- Hypothèse centrale en 1 phrase
- 3 arguments principaux
- Format optimal (post LinkedIn long / newsletter / article externe)
- Founders ou pairs à mentionner / interviewer
- Calendrier optimal de publication","thought-leadership,essais,investisseur,5-sujets","avancé","non","5 sujets d'essais avec angle"
"M173","Prospection commerciale","Découvrir","Manager","Talents commerciaux à débaucher pour mon équipe","Identifie 10 commerciaux dans mon réseau ou son extension qui pourraient rejoindre mon équipe.

MON CONTEXTE
- Mon équipe sales : [À COMPLÉTER]
- Le poste cible : [À COMPLÉTER]
- Salaire range + variable + equity : [À COMPLÉTER]
- USP du poste vs la concurrence : [À COMPLÉTER]

CRITÈRES DU PROFIL CIBLE
- 3-7 ans d'expérience selon le niveau
- Performance visible (promotions, posts de leur boîte les valorisant)
- Background SaaS ou similaire à mon offre
- Signal de bougeabilité (ancienneté 18-30 mois)

POUR CHAQUE CANDIDAT
- Profil + boîte actuelle
- Pourquoi mon poste l'intéresserait probablement
- Risques (stock options non vested, contrat à honorer)
- Hook d'approche","debauchage,sales-team,manager,sourcing-direct","avancé","oui","10 commerciaux à débaucher"
"M174","Sourcing & Recrutement","Activer","Manager","Mon plan d'embauche complet pour les 6 prochains mois","Construis-moi un plan d'embauche complet pour mon équipe sur 6 mois.

MON CONTEXTE
- Équipe actuelle : [À COMPLÉTER]
- Croissance prévue : [À COMPLÉTER : nb de hires]
- Postes à pourvoir : [À COMPLÉTER]
- Budget RH : [À COMPLÉTER]

LE PLAN
Pour chaque mois :
- Postes à pourvoir
- Candidats actuels en pipeline
- Sourcing actif vs inbound prévu
- KPIs : nb candidats sourcés, nb entretiens, nb signatures
- Risques (départs prévus, contraintes saisonnières)

DELIVRABLES
- Calendrier de hiring détaillé
- Distribution charge entre moi, les équipes RH, les recruteurs externes
- Stratégie d'attractivité (employer branding, posts LinkedIn, événements)","plan-embauche,6-mois,manager","avancé","non","Plan d'embauche complet 6 mois"
"M175","Communauté & Événements","Découvrir","Manager","Cohortes de leadership / executive education pour moi","Identifie 5 programmes de leadership / executive education compatibles avec mon profil et mes ambitions.

MON PROFIL
- Niveau actuel : [À COMPLÉTER]
- Domaine : [À COMPLÉTER]
- Géographie / langue : [À COMPLÉTER]
- Disponibilité (temps + budget) : [À COMPLÉTER]

CATÉGORIES À COUVRIR
- Programmes courts (1-3 mois part-time, ex. cohortes On Deck, Reforge, etc.)
- Executive MBA (HEC, INSEAD, etc.)
- Cohortes leadership spécifiques (engineering management, product, sales)
- Communautés payantes pour C-level
- Coaching exécutif individuel

POUR CHAQUE OPTION
- Format + durée + coût
- Pertinence pour ma trajectoire
- Reputation et réseau
- Prochain rentrée / cohort
- Application requirements","executive-education,5-programmes,manager,carriere","avancé","non","5 programmes leadership évalués"
"M176","Création de contenu","Cibler","Manager","Posts LinkedIn pour positionner mon leadership","Rédige 5 posts LinkedIn que je peux publier sur les 5 prochaines semaines pour positionner mon leadership.

MON CONTEXTE
- Mon rôle : [À COMPLÉTER]
- Ma boîte : [À COMPLÉTER]
- Mon objectif de visibilité : [À COMPLÉTER : recrutement, deal flow, future opportunité, etc.]

LES 5 POSTS À ÉCRIRE
1. ""Lessons learned"" : 3 leçons de management que j'ai apprises à mes dépens
2. ""Behind the scenes"" : un projet difficile et comment je l'ai mené
3. ""Hot take"" : opinion contrarienne sur une pratique commune
4. ""Thank you team"" : valoriser mon équipe pour un succès récent
5. ""Vision forward"" : où je vois aller mon secteur dans 12-24 mois

POUR CHAQUE POST
- Hook (1 phrase)
- Structure et points clés
- CTA / Question d'engagement
- Visuel suggéré","leadership-content,5-posts,manager,visibility","intermédiaire","non","5 posts pour leadership visibility"
"M177","Apprentissage & Carrière","Surveiller","Manager","Mes pairs / managers similaires pour comparer ma trajectoire","Surveille les évolutions de carrière de mes pairs (managers similaires à mon niveau) et alerte-moi des moves intéressants.

MES PAIRS (à identifier ou compléter)
[À COMPLÉTER : managers comparables dans mon réseau ou son extension]

SIGNAUX À DÉTECTER
- Promotion (= je dois me poser la question)
- Changement de boîte (avec ou sans promotion)
- Création d'une boîte
- Sortie médiatique majeure
- Diminution drastique d'activité (= peut-être en transition)

INTÉRÊT POUR MOI
- Comprendre où va mon marché
- Identifier des opportunités similaires
- Repérer des mentors ou advisors potentiels
- Évaluer ma trajectoire vs le marché","pairs,trajectoire,heartbeat,manager,benchmark","intermédiaire","oui","Veille mouvements pairs managers"
"M178","Networking & Relations","Découvrir","Manager","Mes board members / advisors potentiels","Identifie 5 personnes qui pourraient devenir advisors ou board members pour ma fonction / mon équipe.

MON CONTEXTE
- Rôle / fonction : [À COMPLÉTER]
- Boîte : [À COMPLÉTER]
- Sujets sur lesquels j'ai besoin de coaching : [À COMPLÉTER]

PROFILS RECHERCHÉS
- 10-20 ans d'avance sur ma fonction
- Reputation établie dans mon secteur
- Probable disponible pour 1h/mois (pas trop sollicité)
- Aligné avec mon stage (si je suis en scale-up, un ex-grand-groupe peut moins matcher)

POUR CHAQUE ADVISOR POTENTIEL
- Profil + parcours
- Pourquoi pertinent pour moi spécifiquement
- Format de relation à proposer (advisor formel avec equity / mentor informel / sparring partner)
- Premier message d'approche","advisors,5-personnes,manager,coaching","avancé","non","5 advisors potentiels avec format"
"M179","Networking & Relations","Découvrir","Recruteur","Hiring managers et talent leaders à connecter pour mon réseau","Identifie 10 hiring managers et talent leaders avec qui bâtir une relation pour faire grandir mon business de recrutement.

MON CONTEXTE
- Spécialité : [À COMPLÉTER]
- Géographie : [À COMPLÉTER]

PROFILS RECHERCHÉS
- Hiring managers de boîtes en croissance dans ma spécialité
- Talent acquisition leaders (Head of TA, VP People)
- Founders avec besoins de recrutement récurrents

POUR CHAQUE PROFIL
- Boîte + signaux d'embauche
- Pourquoi pertinent pour moi
- Format de prise de contact (commentaire d'un de leurs posts / DM / café)
- Type de valeur asymétrique à offrir (insight marché, candidat exclusif, contenu utile)","hiring-managers,reseau-recruteur,10-personnes","avancé","non","10 hiring managers à connecter"
"M180","Création de contenu","Découvrir","Recruteur","Sujets de posts qui marchent pour les recruteurs","Identifie les sujets de posts qui marchent le mieux dans la communauté des recruteurs LinkedIn pour m'inspirer.

MON CONTEXTE
- Type de recrutement : [À COMPLÉTER]
- Mon ICP audience : [À COMPLÉTER : candidats / hiring managers / les deux]

CRITÈRES
- Posts >100 réactions de recruteurs reconnus
- Sur les 90 derniers jours
- Couvrant différents formats (storytelling, listicle, opinion)

POUR CHAQUE TYPE DE POST QUI PERFORME
- Auteur exemple
- Pattern (hook + structure + closing)
- Pourquoi ça marche
- Comment l'adapter à ma voix
- 3 idées de posts pour moi inspirés de ce pattern","patterns-recruteur,inspiration,benchmark,contenu","intermédiaire","oui","Patterns de posts recruteurs gagnants"
"M181","Apprentissage & Carrière","Activer","Recruteur","Mon plan pour devenir cabinet de recrutement de référence","Construis-moi un plan sur 12 mois pour me positionner comme LE cabinet de recrutement de référence dans ma niche.

MA NICHE
- Verticale / spécialité : [À COMPLÉTER]
- Géographie : [À COMPLÉTER]
- Stade boîte cible : [À COMPLÉTER]

LEVIERS
1. Visibilité : créer du contenu LinkedIn 2-3x / semaine sur ma niche
2. Communauté : organiser un dîner / événement trimestriel pour mon ICP
3. Asset : produire un rapport sectoriel annuel (""Salary survey 2026"")
4. Référence : 3 case studies clients à publier
5. Partenariats : 2-3 partenariats stratégiques (média, communauté, ATS)
6. Speaker : 2-3 conférences par an

PLAN 12 MOIS
- Trimestre 1 : visibilité (contenu) + 1 événement
- Trimestre 2 : asset (rapport)
- Trimestre 3 : 3 case studies + speaker
- Trimestre 4 : partenariats stratégiques

KPIs : audience LinkedIn, missions signées, ARR cabinet.","cabinet-reference,12-mois,recruteur,positioning","avancé","non","Plan 12 mois cabinet de référence"
"M182","Veille & Intelligence économique","Cibler","Recruteur","Salaires actuels et négociations en cours dans mon scope","Analyse les salaires actuels dans mon scope (basé sur signaux LinkedIn) pour calibrer mes propositions et briefer mes clients.

MON SCOPE
- Postes : [À COMPLÉTER]
- Géographie : [À COMPLÉTER]
- Stade boîte : [À COMPLÉTER]

SIGNAUX À EXPLOITER
- Annonces avec salaire affiché
- Posts de candidats partageant leurs offres reçues
- Études salariales publiées
- Mentions dans les commentaires de posts liés à la rémunération

POUR CHAQUE POSTE
- Range salarial actuel
- Tendance (+/-/stable)
- Variations par niveau d'expérience
- Variations par type de boîte (startup vs scale-up vs grand groupe)
- Recommandation pour mes briefs clients","salaires-marche,calibration,recruteur,benchmark","avancé","oui","Brief salarial complet par poste"
"M183","Networking & Relations","Surveiller","Recruteur","Évolution de mes anciens placements (NPS continu)","Surveille les anciens candidats que j'ai placés et alerte-moi de tout signal pour maintenir une relation NPS positive.

MES PLACEMENTS RÉCENTS
[À COMPLÉTER : liste]

SIGNAUX À DÉTECTER
- Anniversaire d'embauche (= prendre des nouvelles)
- Promotion interne (= félicitations + signal de bonne intégration)
- Posts sur la satisfaction de leur poste (positifs ou négatifs)
- Départ de la boîte avant 2 ans (= problème à comprendre)
- Référence à mon cabinet dans leurs posts

Action pour chaque signal : ""[Candidat] | [Signal] | [Action : check-in / célébrer / s'inquiéter / capitaliser]"".","placements,NPS,heartbeat,recruteur,fidelisation","avancé","oui","Veille NPS continue placements"
"M184","Communauté & Événements","Activer","Recruteur","Plan pour animer la communauté de mes candidats placés","Construis-moi un plan pour animer une communauté autour de mes candidats placés (alumni cabinet).

MON CABINET
- Volume de placements / an : [À COMPLÉTER]
- Spécialité : [À COMPLÉTER]

INTÉRÊT D'UNE COMMUNAUTÉ ALUMNI
- Récurrence (mes candidats deviennent mes futurs hiring managers)
- Référencement (ils m'envoient leurs anciens collègues)
- Insights marché (ils me donnent du feedback sectoriel)
- Brand (ma marque cabinet vit à travers eux)

LE PLAN
- Format : Slack privé / dîner trimestriel / newsletter mensuelle / mix
- Contenu : insights marché, intros, opportunités
- Engagement : rituel mensuel ou trimestriel
- Croissance : intégrer chaque nouveau placement automatiquement
- Mesure : taux de réponse, missions générées, intros faites","alumni-cabinet,communaute,recruteur,fidelisation","avancé","non","Plan communauté alumni complet"
"M185","Veille & Intelligence économique","Découvrir","Job seeker","Boîtes qui paient le mieux mon profil","Identifie les boîtes qui paient le mieux mon profil dans ma géographie.

MON PROFIL
- Poste cible : [À COMPLÉTER]
- Années XP : [À COMPLÉTER]
- Géographie acceptée : [À COMPLÉTER]

SIGNAUX SALARIAUX
- Annonces avec salaire affiché (boîtes les plus transparentes)
- Posts de candidats partageant leurs offres
- Glassdoor / témoignages (si visible)
- Stade et financement (Série C+ paie mieux que pré-seed)

POUR CHAQUE BOÎTE
- Range salarial estimé
- Avantages associés (BSPCE, RTT, télétravail, etc.)
- Difficulté d'entrée (sélection, concurrence)
- Signaux de croissance (= places probables à terme)","salaire-cible,job-seeker,boites-payantes","intermédiaire","non","Top boîtes payantes pour mon profil"
"M186","Apprentissage & Carrière","Activer","Sales","Mon plan pour devenir top 10% de mon équipe en 6 mois","Construis-moi un plan pour devenir top 10% de mon équipe sales en 6 mois.

MON CONTEXTE
- Mon ranking actuel : [À COMPLÉTER]
- Mes points forts : [À COMPLÉTER]
- Mes points faibles : [À COMPLÉTER]
- Mes objectifs trimestre : [À COMPLÉTER]

LEVIERS À ACTIVER
1. Méthode : adopter ou améliorer 1 framework (MEDDIC, Challenger, etc.)
2. Pipeline : doubler mon volume d'opportunités qualifiées
3. Conversion : améliorer mon taux conversion à chaque étape
4. Closing : 3 techniques de closing avancées
5. Réseau : entrer dans les communautés des top sales français

PLAN 6 MOIS
- Mois 1-2 : nouveau framework + pipeline doublé
- Mois 3-4 : conversion améliorée + 1 mentor sales senior
- Mois 5-6 : closing avancé + visibilité interne (devenir le go-to)

KPIs : quota atteint, pipeline value, win rate, deal size moyen.","top-10pct,plan-6-mois,sales,performance","avancé","non","Plan 6 mois top performer"
"M187","Création de contenu","Surveiller","Sales","Performance de mes contenus sales et leurs déclencheurs","Surveille mes posts LinkedIn et alerte-moi des contenus qui génèrent des prospects (pas juste des likes).

CRITÈRES DE PERFORMANCE COMMERCIALE
- Volume de DMs reçus dans les 7 jours suivant le post
- Profils ICP qui commentent / engagent
- Mentions dans des conversations commerciales
- Demandes de démo / call qui mentionnent un post

Format hebdo : ""Cette semaine, ces posts ont généré du business : [...]. Pourquoi ils ont marché : [...]"".","performance-sales,heartbeat,contenu,attribution","avancé","oui","Reporting hebdo posts → business"
"M188","Levée de fonds","Activer","Founder","Préparation complète à un premier call investisseur","Prépare-moi pour mon premier call avec un VC.

CONTEXTE
- VC : [À COMPLÉTER]
- Stade ma boîte : [À COMPLÉTER]
- Format prévu : [À COMPLÉTER : 30 min visio / 1h café / autre]

PRÉPARATION
1. Recherche VC
   - 3 deals récents
   - Thèse explicite (si visible)
   - Background du partner
   - Style de questions habituelles

2. Mon pitch
   - Pitch en 60 secondes (rodé)
   - Pitch en 5 minutes (avec data)
   - Top 5 chiffres à dégainer
   - Top 5 risques que JE soulève (préempt)

3. Mes questions au VC
   - 5 questions intelligentes (montrer la qualité de ma due diligence)
   - 1 question test (signaling sur leur culture / style)

4. Le post-call
   - Email de remerciement type J+1
   - Quels next steps proposer
   - Comment maintenir la relation","call-VC,preparation,founder,1er-contact","avancé","non","Prépa complète call VC"
"M189","Sourcing & Recrutement","Cibler","Founder","Optimisation de mon process de recrutement (faire mieux avec ce que j'ai)","Analyse mon process de recrutement actuel et identifie 3 optimisations à fort impact.

MON PROCESS ACTUEL
- Source des candidats : [À COMPLÉTER : pourcentages]
- Étapes d'entretien : [À COMPLÉTER]
- Time-to-hire moyen : [À COMPLÉTER]
- Conversion par étape : [À COMPLÉTER]
- Coût par hire : [À COMPLÉTER]

ANALYSE
- Top 3 fuites identifiées
- Pour chaque fuite : la cause + 2 leviers actionnables
- Effort vs impact estimé
- Plan d'action 30/60/90 jours
- KPIs de validation

Bonus : 1 outil ou méthode underused dans la communauté startup que je devrais essayer.","process-recrutement,founder,3-optimisations,fuites","avancé","non","Audit process + plan optimisation"
"M190","Communauté & Événements","Découvrir","Sales","Salons et conférences où mes prospects vont en masse","Identifie les 5 salons / conférences les plus efficaces pour rencontrer mes prospects en masse.

MON ICP
[À COMPLÉTER]

CRITÈRES
- Volume d'ICP attendu (>500 idéalement)
- Format propice aux rencontres (pas que des grandes conférences plénières)
- ROI vs participants payants ou sponsors
- Géographie acceptable

POUR CHAQUE TOP 5
- Nom + dates + lieu + format
- Volume ICP attendu (basé sur les sponsors et les éditions précédentes)
- Niveau de prestige et qualité audience
- Coût (pass + déplacement + temps + sponsoring si applicable)
- Stratégie (juste assister vs prendre un stand vs sponsoriser un event annexe)","salons-conferences,top-5,sales,ICP-rassemble","avancé","non","Top 5 événements ICP avec stratégie"
